"id","sic_code","course_name","status","server"
3546,"519299.1","Books",,
3547,"519299.2","periodicals",,
3548,"519299.3","Newspapers",,
3549,"519301.0","Florists' supplies",,
3550,"519302.1","Flowers",,
3551,"519302.2","Nursery stock",,
3552,"519401.0","Smoking tobacco",,
3553,"519402.0","Smokeless tobacco",,
3554,"519801.0","Paints",,
3555,"519899.1","Paints",,
3556,"519899.2","varnishes",,
3557,"519899.3","Paints and varnishes supplies",,
3558,"519901.1","Art goods",,
3559,"519901.2","Art goods supplies",,
3560,"519902.1","Gifts",,
3561,"519902.2","Novelties",,
3562,"519903.1","Pets",,
3563,"519903.2","Pet supplies",,
3564,"519904.1","Fabrics",,
3565,"519904.2","yarns",,
3566,"519904.3","Knit goods",,
3567,"519905.1","Leather",,
3568,"519905.2","leather goods",,
3569,"519905.3","Furs",,
3570,"519906.1","Bags",,
3571,"519906.2","baskets",,
3572,"519907.0","Smokers' supplies",,
3573,"519908.1","Oil",,
3574,"519908.2","Greases (animal or vegetable)",,
3575,"519909.1","Foams",,
3576,"519909.2","Rubber",,
3577,"519910.1","Posters",,
3578,"519910.2","Decals",,
3579,"519999.0","Nondurable goods",,
3580,"52.0","DEALERS OF BUILDING MATERIALS HARDWARE GARDEN SUPPLIES AND MOBILE HOMES",,
3581,"521101.0","Lumber products",,
3582,"521102.1","Door products",,
3583,"521102.2","Window products",,
3584,"521103.1","Insulation products",,
3585,"521103.2","Energy conservation products",,
3586,"521104.0","Prefabricated buildings",,
3587,"521105.1","Masonry materials",,
3588,"521105.2","Masonry supplies",,
3589,"521199.1","building Lumber",,
3590,"521199.2","Other building materials",,
3591,"523101.0","Glass",,
3592,"523102.1","Paint",,
3593,"523102.2","Painting supplies",,
3594,"523103.0","Wallcoverings",,
3595,"525101.0","Tools",,
3596,"525199.0","Hardware stores",,
3597,"526101.1","Lawn equipment",,
3598,"526101.2","Garden equipment",,
3599,"526102.1","Lawn supplies",,
3600,"526102.2","Garden supplies",,
3601,"526103.0","Retail nurseries",,
3602,"527199.0","Mobile home dealers",,
3603,"53.0","GENERAL MERCHANDISE STORES",,
3604,"531199.0","Department stores",,
3605,"539999.0","Miscellaneous general merchandise stores",,
3606,"54.0","FOOD STORES",,
3607,"541101.0","Supermarkets",,
3608,"541102.0","Convenience stores",,
3609,"541199.0","Grocery stores",,
3610,"542101.1","Fish markets",,
3611,"542101.2","Seafood markets",,
3612,"542102.1","Meat markets",,
3613,"542102.2","Freezer provisioners",,
3614,"543199.1","Fruit markets",,
3615,"543199.2","Vegetable markets",,
3616,"544199.1","Candy stores",,
3617,"544199.2","nut stores",,
3618,"544199.0","Confectionery stores",,
3619,"545199.1","Dairy products stores",,
3620,"546199.0","Retail bakeries",,
3621,"549901.1","Health food stores",,
3622,"549901.2","Dietetic food stores",,
3623,"549902.0","Beverage stores",,
3624,"549999.0","Miscellaneous food stores",,
3625,"55.0","AUTOMOTIVE DEALERS AND GASOLINE SERVICE STATIONS",,
3626,"551199.2","Used car dealers",,
3627,"552199.0","Used car dealers",,
3628,"553101.1","Auto equipment and parts",,
3629,"553101.2","Truck equipment and parts",,
3630,"553199.1","Auto supply stores",,
3631,"553199.2","Home supply stores",,
3632,"554199.0","Gasoline service stations",,
3633,"555101.0","Motor boat dealers",,
3634,"555102.1","Canoe dealers",,
3635,"555102.2","Kayak dealers",,
3636,"555103.1","Sailboats",,
3637,"555103.2","Sailboats equipment",,
3638,"555104.1","Marine supplies",,
3639,"555104.2","Marine equipment",,
3640,"556101.1","Camper dealers",,
3641,"556101.2","Travel trailer dealers",,
3642,"556199.0","Recreational vehicle dealers",,
3643,"557199.0","Motorcycle dealers",,
3644,"559901.0","Aircraft dealers",,
3645,"559999.0","Automotive dealers",,
3646,"56.0","CLOTHING AND ACCESSORIES STORES",,
3647,"561199.1","Men's clothing stores",,
3648,"561199.2","Boys' clothing stores",,
3649,"562101.0","Women's specialty clothing stores",,
3650,"562199.0","Women's clothing stores",,
3651,"563201.0","Fur apparel",,
3652,"563202.1","Women's dancewear",,
3653,"563202.2","women's hosiery",,
3654,"563202.3","Women's lingerie",,
3655,"563299.1","Women's accessory",,
3656,"563299.2","Women's specialty stores",,
3657,"564199.1","Children's wear stores",,
3658,"564199.2","Infants' wear stores",,
3659,"565199.0","Family clothing stores",,
3660,"566101.1","Custom shoes",,
3661,"566101.2","Orthopedic shoes",,
3662,"566199.0","Shoe stores",,
3663,"569901.1","Uniforms",,
3664,"569901.2","Work clothing",,
3665,"569902.1","Costumes",,
3666,"569902.2","Wigs",,
3667,"569903.0","Sports apparel",,
3668,"569904.1","Customized clothing",,
3669,"569904.2","Customized apparel",,
3670,"569999.1","Miscellaneous apparel",,
3671,"569999.2","Accessory stores",,
3672,"57.0","FURNITURE FURNITURE AND HOME EQUIPMENT STORES",,
3673,"571201.1","Beds",,
3674,"571201.2","Beds accessories",,
3675,"571202.1","Customized furniture",,
3676,"571202.2","Customized cabinets",,
3677,"571299.0","Furniture stores",,
3678,"571399.0","Floor covering stores",,
3679,"571499.1","Drapery stores",,
3680,"571499.2","Upholstery stores",,
3681,"571901.0","Kitchenware",,
3682,"571902.1","Lighting",,
3683,"571902.2","lamps",,
3684,"571902.3","Lighting accessories",,
3685,"571903.1","Fireplaces",,
3686,"571903.2","Wood burning stoves",,
3687,"571904.0","Window furnishings",,
3688,"571905.1","Beddings",,
3689,"571905.2","Linens",,
3690,"571906.1","Pictures",,
3691,"571906.2","Mirrors",,
3692,"571999.0","Miscellaneous homefurnishings stores",,
3693,"572201.0","Gas household appliances",,
3694,"572202.0","Electric household appliances",,
3695,"572299.0","Household appliance stores",,
3696,"573101.0","Antennas",,
3697,"573102.1","Video cameras",,
3698,"573102.2","recorders",,
3699,"573102.3","Video accessories",,
3700,"573199.1","Radio",,
3701,"573199.3","Electronic stores",,
3702,"573401.0","Computer peripheral equipment",,
3703,"573402.1","Computer software",,
3704,"573402.2","Computer accessories",,
3705,"573499.1","Computer stores",,
3706,"573499.2","Software stores",,
3707,"573501.1","Video discs",,
3708,"573501.2","Tapes prerecorded",,
3709,"573502.1","Records",,
3710,"573502.2","audio discs",,
3711,"573502.3","Tapes",,
3712,"573601.0","Keyboard instruments",,
3713,"573699.0","Musical instrument stores",,
3714,"58.0","PLACES TO EAT AND DRINK",,
3715,"581201.0","Ethnic food restaurants",,
3716,"581202.1","Ice cream stands",,
3717,"581202.2","soft drink stands",,
3718,"581202.3","Soda fountain stands",,
3719,"581203.1","Fast food restaurants",,
3720,"581203.2","Fast food stands",,
3721,"581204.1","Lunchrooms",,
3722,"581204.2","Cafeteries",,
3723,"581205.0","Family restaurants",,
3724,"581206.0","Pizza restaurants",,
3725,"581207.0","Seafood restaurants",,
3726,"581208.1","Steak restaurants",,
3727,"581208.2","Barbecue restaurants",,
3728,"581299.0","Eating places",,
3729,"581301.1","Bars",,
3730,"581301.2","Lounges",,
3731,"581302.0","Night clubs",,
3732,"59.0","MISCELLANEOUS RETAIL SALE",,
3733,"591299.1","Drug stores",,
3734,"591299.2","Proprietary stores",,
3735,"592101.1","Wine",,
3736,"592101.2","Beer",,
3737,"592199.0","Liquor stores",,
3738,"593201.1","Home furnishings",,
3739,"593202.0","Antiques",,
3740,"593203.0","Book stores secondhand",,
3741,"593204.1","Clothing secondhand",,
3742,"593204.2","Shoes secondhand",,
3743,"593205.1","Office furniture",,
3744,"593205.2","Store fixtures secondhand",,
3745,"593299.0","Used merchandise stores",,
3746,"594101.0","Fishing equipment",,
3747,"594102.0","Hunting equipment",,
3748,"594103.1","Golf shops",,
3749,"594103.2","tennis shops",,
3750,"594103.3","Ski shops",,
3751,"594104.0","Exercise equipment",,
3752,"594105.0","Water sport equipment",,
3753,"594106.1","Camping equipment",,
3754,"594106.2","Backpacking equipment",,
3755,"594107.0","Team sports equipment",,
3756,"594199.1","Sporting goods",,
3757,"594199.2","Bicycle shops",,
3758,"594299.1","Book stores",,
3759,"594399.2","Stationery stores",,
3760,"594401.1","Clock stores",,
3761,"594401.2","Watch stores",,
3762,"594499.0","Jewelry stores",,
3763,"594501.1","Hobby supplies",,
3764,"594501.2","Craft supplies",,
3765,"594502.1","Toys",,
3766,"594502.2","Games",,
3767,"594599.1","Hobby shops",,
3768,"594599.2","toy shops",,
3769,"594599.3","Game shops",,
3770,"594699.1","Camera stores",,
3771,"594699.2","Photographic supply stores",,
3772,"594701.0","Gifts and novelties",,
3773,"594799.1","Gift shop",,
3774,"594799.2","novelty shop",,
3775,"594799.3","Souvenir shop",,
3776,"594899.1","Luggage stores",,
3777,"594899.2","Leather goods stores",,
3778,"594901.0","Fabric stores piece goods",,
3779,"594902.1","Sewing",,
3780,"594902.2","Needlework",,
3781,"596101.0","Food mail order",,
3782,"596102.1","Computer equipment mail order",,
3783,"596102.2","Electronics mail order",,
3784,"596103.1","Book clubs",,
3785,"596103.2","Record clubs",,
3786,"596104.1","Stamps mail order",,
3787,"596104.2","coins mail order",,
3788,"596104.3","Other collectibles mail order",,
3789,"596199.1","Catalog houses",,
3790,"596199.2","Mailorder houses",,
3791,"596201.0","Food vending machines",,
3792,"596202.0","Beverage vending machines",,
3793,"596299.0","Merchandising machineoperators",,
3794,"596301.1","Beverage services",,
3795,"596301.2","Beverage direct sales",,
3796,"596302.1","Food services",,
3797,"596302.2","Food direct sales",,
3798,"596303.1","Encyclopedias direct sales",,
3799,"596303.2","Publications direct sales",,
3800,"596304.0","Home related products direct sales",,
3801,"596399.0","Direct selling establishments",,
3802,"598499.0","Liquefied petroleum gas dealers",,
3803,"598999.0","Fuel dealers",,
3804,"599299.0","Florists",,
3805,"599399.1","Tobacco stores",,
3806,"599399.2","Tobacco stands",,
3807,"599499.1","News dealers",,
3808,"599499.2","Newsstands",,
3809,"599599.0","Optical goods stores",,
3810,"599901.1","Alarm equipment stores",,
3811,"599901.2","Safety equipment stores",,
3812,"599902.1","Art supplies",,
3813,"599902.2","Architectural supplies",,
3814,"599903.1","Banners",,
3815,"599903.2","flags",,
3816,"599903.3","decals",,
3817,"599903.4","Posters",,
3818,"599904.1","Binoculars",,
3819,"599904.2","Telescopes",,
3820,"599905.1","Coins",,
3821,"599906.1","Telephone equipment",,
3822,"599906.2","Communication equipment",,
3823,"599907.1","Engine equipment and supplies",,
3824,"599907.2","Motor equipment and supplies",,
3825,"599908.1","Farm equipment",,
3826,"599908.2","Farm supplies",,
3827,"599909.1","Medical apparatus",,
3828,"599909.2","Medical supplies",,
3829,"599910.1","Monuments",,
3830,"599910.2","Tombstones",,
3831,"599911.1","Pets",,
3832,"599911.2","Pet supplies",,
3833,"599912.1","Swimming pools equipment and supplies",,
3834,"599912.2","hot tubs equipment and supplies.",,
3835,"599912.3","Sauna equipment and supplies",,
3836,"599913.1","Toiletries",,
3837,"599913.2","cosmetics",,
3838,"599913.3","Perfumes",,
3839,"599914.1","Typewriters machines",,
3840,"599914.2","Business machines",,
3841,"599915.1","Gems",,
3842,"599915.2","Precious stones",,
3843,"599916.1","Art",,
3844,"599916.2","picture frames",,
3845,"599916.3","Decorations",,
3846,"599917.1","Educational aids materials",,
3847,"599917.2","Electronic training materials",,
3848,"599918.1","Infant furnishings",,
3849,"599918.2","Infant equipment",,
3850,"599999.0","Miscellaneous retail stores",,
3851,"60.0","DEPOSIT INSTITUTIONS",,
3852,"601199.0","Federal reserve banks",,
3853,"601999.0","Central reserve depository",,
3854,"602199.0","National commercial Banks",,
3855,"602299.0","State commercial Banks",,
3856,"603599.0","Federal savings institutions",,
3857,"603699.0","Savings institutions except federal",,
3858,"606299.0","State credit unions",,
3859,"608199.1","Foreign bank",,
3860,"608199.2","Foreign branches",,
3861,"608199.3","Foreign agencies",,
3862,"608299.1","Foreign trade",,
3863,"608299.2","International Banks",,
3864,"609901.0","Check clearing services",,
3865,"609999.0","Functions related to deposit banking",,
3866,"61.0","NONDEPOSIT CREDIT INSTITUTIONS",,
3867,"611101.0","Federal mortgage credit agencies",,
3868,"611102.0","Mutual association credit agencies",,
3869,"611199.1","Federal credit",,
3870,"611199.2","Federally sponsored credit",,
3871,"614101.1","Automobile finance companies",,
3872,"614101.2","Consumer finance companies",,
3873,"614199.0","Personal credit institutions",,
3874,"615301.0","Working capital financing",,
3875,"615302.0","Factoring services",,
3876,"615303.0","Installment paper",,
3877,"615399.0","Shortterm business credit",,
3878,"615901.0","Agricultural credit institutions",,
3879,"615902.1","Equipment finance leasing companies",,
3880,"615902.2","Vehicle finance leasing companies",,
3881,"615999.0","Miscellaneous business credit institutions",,
3882,"616299.1","Mortgage bankers",,
3883,"616299.2","Mortgage correspondents",,
3884,"616399.0","Loan brokers",,
3885,"62.0","BROKERS DEALERS EXCHANGES AND SERVICES IN SECURITIES AND COMMODITIES",,
3886,"621101.0","Security brokers and Security dealers",,
3887,"621102.0","Flotation companies",,
3888,"621103.1","Mineral leasing and royalty dealers",,
3889,"621103.2","oil leasing and royalty dealers",,
3890,"621103.3","Gas leasing and royalty dealers",,
3891,"622199.1","Commodity contracts dealers",,
3892,"622199.2","Commodity contracts brokers",,
3893,"623199.1","Security exchanges",,
3894,"623199.2","Commodity exchanges",,
3895,"628299.0","Investment advice",,
3896,"628901.0","Protective committees",,
3897,"628902.0","Security transfer agents",,
3898,"628903.1","Security clearinghouses",,
3899,"628903.2","Commodity clearinghouses",,
3900,"628999.1","Security services",,
3901,"628999.2","Commodity services",,
3902,"63.0","INSURANCE COMPANIES",,
3903,"631101.0","Mutual association life insurance",,
3904,"631199.0","Life insurance",,
3905,"632101.1","Accident insurance carriers",,
3906,"632101.2","Health insurance carriers",,
3907,"632102.1","Mutual accident associations",,
3908,"632102.2","Mutual health associations",,
3909,"632199.1","Accident insurance",,
3910,"632199.2","Health insurance",,
3911,"632499.1","Hospital service plans",,
3912,"632499.2","Medical service plans",,
3913,"633101.0","Agricultural insurance",,
3914,"633102.1","Fire insurance and carriers",,
3915,"633102.2","marine insurance and carriers",,
3916,"633102.3","Casualty insurance and carriers",,
3917,"633199.1","Fire insurance",,
3918,"633199.2","marine insurance",,
3919,"633199.3","Casualty insurance",,
3920,"635101.0","Surety insurance bonding",,
3921,"635102.0","Fidelity insurance",,
3922,"635199.0","Surety insurance",,
3923,"636199.0","Title insurance",,
3924,"637101.0","Pensions",,
3925,"637102.0","Union funds",,
3926,"639901.0","Deposit insurance",,
3927,"639999.0","Insurance carriers",,
3928,"64.0","INSURANCE AGENTS BROKERS AND SERVICES",,
3929,"641101.1","Insurance information services",,
3930,"641101.2","Consulting services",,
3931,"641102.0","Insurance adjusters",,
3932,"641103.1","Insurance agents",,
3933,"641103.2","Insurance brokers",,
3934,"641199.0","Insurance service",,
3935,"65.0","REAL ESTATE",,
3936,"651201.1","Commercial building operation",,
3937,"651201.2","Industrial building operation",,
3938,"651202.1","Property operation",,
3939,"651202.2","Establishment operation",,
3940,"651203.1","auditoriums operation",,
3941,"651203.2","Theaters operation",,
3942,"651204.1","piers operation",,
3943,"651204.2","Docks operation",,
3944,"651399.0","Apartment building operators",,
3945,"651499.0","Dwelling operators except apartments",,
3946,"651999.0","Real property lessors",,
3947,"653101.1","Real estate brokers",,
3948,"653101.2","Real estate agents",,
3949,"653102.0","Real estate managers",,
3950,"653103.0","Real estate listing services",,
3951,"653104.1","Real estate leasing",,
3952,"653104.2","Real estate rentals",,
3953,"653199.1","Real estate agents",,
3954,"653199.2","Real estate managers",,
3955,"654199.0","Title abstract offices",,
3956,"655299.1","Subdividers",,
3957,"655299.2","Developers",,
3958,"655399.1","Cemetery subdividers",,
3959,"655399.2","Cemetery developers",,
3960,"67.0","OWNING AND OTHER INVESTMENTS",,
3961,"671999.0","Holding companies",,
3962,"672299.0","Management investment openend",,
3963,"672699.0","Investment offices",,
3964,"673299.1","Educational trusts",,
3965,"673299.2","Religious trusts",,
3966,"673301.1","Private estate trusts",,
3967,"673301.2","personal investment trusts",,
3968,"673301.3","Vacation fund trusts",,
3969,"673399.0","Trusts",,
3970,"679401.1","Music licensing",,
3971,"679401.2","Music royalties",,
3972,"679499.1","Patent owners",,
3973,"679499.2","Patent lessors",,
3974,"679899.0","Real estate investment trusts",,
3975,"679901.0","Commodity investors",,
3976,"679999.0","Investors",,
3977,"70.0","HOTELS LODGING HOUSES CAMPS AND OTHER PLACES OF ACCOMMODATION",,
3978,"701101.0","Motels",,
3979,"701102.0","Vacation lodges",,
3980,"701103.0","Hotels",,
3981,"701104.0","Inns",,
3982,"701199.1","Hotels",,
3983,"701199.2","motels",,
3984,"702199.1","Rooming houses",,
3985,"702199.2","Boarding houses",,
3986,"703201.0","Recreational camps",,
3987,"703202.0","Youth camps",,
3988,"703203.0","Sporting camps",,
3989,"703299.1","Sporting camps",,
3990,"703299.2","Recreational camps",,
3991,"703399.1","Trailer Parks",,
3992,"703399.2","Campsites",,
3993,"704101.1","Fraternities",,
3994,"704101.2","Sororities",,
3995,"704102.0","Rooming houses",,
3996,"704199.0","Membershipbasis organization hotels",,
3997,"72.0","PERSONAL SERVICES",,
3998,"721199.1","Family power laundries",,
3999,"721199.2","Commercial power laundries",,
4000,"721201.1","Laundry agents",,
4001,"721202.0","Garment pressing",,
4002,"721301.0","Linen supply nonclothing",,
4003,"721302.0","Linen supply clothing",,
4004,"721599.1","Coinoperated laundries",,
4005,"721599.2","Coinoperated cleaning",,
4006,"721699.0","Drycleaning plants except rugs",,
4007,"721701.1","Carpet cleaning on customer premises",,
4008,"721701.2","Upholstery cleaning on customer premises",,
4009,"721702.1","Carpet cleaning plants",,
4010,"721702.2","Upholstery cleaning plants",,
4011,"721801.0","Industrial equipment launderers",,
4012,"721802.0","Industrial clothing launderers",,
4013,"721901.1","Garment making",,
4014,"721901.2","Garment alteration",,
4015,"721901.3","Garment repair",,
4016,"721902.1","Accessory and nongarment cleaning",,
4017,"721902.2","Accessory and nongarment repair",,
4018,"721903.1","Infant laundry",,
4019,"721903.2","Infant garment services",,
4020,"721904.0","Hand laundries",,
4021,"721999.1","Laundry services",,
4022,"721999.2","Garment services",,
4023,"722199.0","Photographic studios portrait",,
4024,"723101.1","Cosmetology salons",,
4025,"723101.2","Personal hygiene salons",,
4026,"723102.0","Beauty schools",,
4027,"723199.0","Beauty shops",,
4028,"724199.0","Barber shops",,
4029,"725101.0","Shoe repair shops",,
4030,"725199.1","Shoe repair",,
4031,"725199.2","Shoeshine parlors",,
4032,"726199.1","Funeral service",,
4033,"726199.2","Crematories",,
4034,"729901.0","Personal appearance services",,
4035,"729902.1","Massage parlor services",,
4036,"729902.2","Steam bath services",,
4037,"729903.1","Dating services",,
4038,"729903.2","Escort services",,
4039,"729904.1","House services",,
4040,"729904.2","Babysitting services",,
4041,"729905.1","Facility rental",,
4042,"729905.2","Party planning services",,
4043,"729906.1","Personal document",,
4044,"729906.2","Information services",,
4045,"729907.0","Station operation services",,
4046,"729908.0","Stitching services",,
4047,"729909.0","Clothing rental services",,
4048,"729910.0","Personal financial services",,
4049,"729911.1","Personal item care services",,
4050,"729911.2","Personal item storage services",,
4051,"729912.0","Consumer purchasing services",,
4052,"729999.0","Miscellaneous personal services",,
4053,"731199.0","Advertising agencies",,
4054,"73.0","BUSINESS SERVICES",,
4055,"731299.0","Outdoor advertising services",,
4056,"731301.1","Electronic media advertising",,
4057,"731301.2","advertising representatives",,
4058,"731302.1","Printed media advertising",,
4059,"731302.2","advertising representatives",,
4060,"731901.0","Transit advertising services",,
4061,"731902.1","Distribution of advertising material",,
4062,"731903.0","Aerial advertising services",,
4063,"731999.0","Advertising",,
4064,"732299.1","Adjustment services",,
4065,"732299.2","Collection services",,
4066,"732399.0","Credit reporting services",,
4067,"733199.0","Direct mail advertising services",,
4068,"733499.1","Photocopying services",,
4069,"733499.2","Duplicating services",,
4070,"733599.0","Commercial photography",,
4071,"733601.0","Art design services",,
4072,"733602.1","Film strip production",,
4073,"733602.2","slide production",,
4074,"733602.3","Still film production",,
4075,"733699.1","Commercial art",,
4076,"733699.2","Graphic design",,
4077,"733801.0","Formal writing services",,
4078,"733802.0","Stenographic services",,
4079,"733899.1","Secretarial reporting",,
4080,"733899.2","Court reporting",,
4081,"734201.0","Disinfecting services",,
4082,"734202.0","Pest control services",,
4083,"734901.1","Building cleaning services",,
4084,"734901.2","Office cleaning services",,
4085,"734902.0","Building component cleaning service",,
4086,"734999.0","Building maintenance services",,
4087,"735299.0","Medical equipment rental",,
4088,"735301.0","Oil equipment rental services",,
4089,"735399.0","Heavy construction equipment rental",,
4090,"735901.1","Home cleaning rental services.",,
4091,"735901.2","Maintenance equipment rental services",,
4092,"735902.0","Coinoperated machine rental services",,
4093,"735903.0","Pallet rental services",,
4094,"735904.1","Aircraft rental services.",,
4095,"735904.2","Industrial truck rental services",,
4096,"735905.1","Business machine equipment rental",,
4097,"735905.2","Electronic equipment rental services",,
4098,"735906.1","Party supplies services",,
4099,"735906.2","Party rental services",,
4100,"735907.1","Home appliance rental services",,
4101,"735907.2","Furniture rental services",,
4102,"735907.3","Entertainment rental services",,
4103,"735908.1","Animal rental services",,
4104,"735908.2","Plant rental services",,
4105,"735909.0","Musical instrument rental services",,
4106,"735999.1","Equipment rental",,
4107,"735999.2","Equipment leasing",,
4108,"736101.0","Placement agencies",,
4109,"736102.0","Registries",,
4110,"736301.0","Labor resource services",,
4111,"736399.0","Help supply services",,
4112,"737101.0","Custom computer programming services",,
4113,"737102.0","Computer software writing services",,
4114,"737103.1","Computer software development",,
4115,"737103.2","Computer software applications",,
4116,"737299.0","Prepackaged software",,
4117,"737301.1","Systems software",,
4118,"737301.2","software development services",,
4119,"737302.0","Systems integration services",,
4120,"737303.1","Computer system",,
4121,"737303.2","Computer selling services",,
4122,"737304.0","Computeraided system services",,
4123,"737401.0","Computer processing services",,
4124,"737499.1","Data processing",,
4125,"737499.2","Data preparation",,
4126,"737599.0","Information retrieval services",,
4127,"737799.1","Computer rental",,
4128,"737799.2","Computer leasing",,
4129,"737899.1","Computer maintenance",,
4130,"737899.2","Computer repair",,
4131,"737901.0","Computer related maintenance services",,
4132,"737902.0","Computer related consulting services",,
4133,"738101.0","Guard services",,
4134,"738102.0","Detective services",,
4135,"738299.0","Security systems services",,
4136,"738399.0","News syndicates",,
4137,"738401.0","Photographic services",,
4138,"738402.0","Film developing services",,
4139,"738901.1","Personal service agents",,
4140,"738901.2","Personal service brokers",,
4141,"738902.1","Inspection services",,
4142,"738902.2","Testing services",,
4143,"738903.1","Advertising services",,
4144,"738903.2","promotional services",,
4145,"738903.3","Trade show services",,
4146,"738904.1","Textile services",,
4147,"738904.2","Apparel services",,
4148,"738905.0","Reservation services",,
4149,"738906.0","Interior design services",,
4150,"738907.0","Finishing services",,
4151,"738908.0","Mapmaking services",,
4152,"738909.0","Financial services",,
4153,"738910.0","Telephone services",,
4154,"738911.1","Music services",,
4155,"738911.2","Broadcasting services",,
4156,"738912.1","Packaging services",,
4157,"738912.2","Labeling services",,
4158,"738913.1","Legal services",,
4159,"738913.2","Tax services",,
4160,"738914.1","Auction services",,
4161,"738914.2","appraisal services",,
4162,"738914.3","Exchange services",,
4163,"738915.1","Lettering services",,
4164,"738915.2","Sign painting services",,
4165,"738916.1","Mailing services",,
4166,"738916.2","Messenger services",,
4167,"738917.0","Brokers' services",,
4168,"738918.0","Design services",,
4169,"738919.0","Metal cutting services",,
4170,"738999.0","Business services",,
4171,"75.0","AUTOMOTIVE REPAIR SERVICES AND PARKING",,
4172,"751399.1","Truck rental",,
4173,"751399.2","Truck leasing no drivers",,
4174,"751499.0","Passenger car rental",,
4175,"751901.0","Recreational vehicle rental",,
4176,"751999.0","Utility trailer rental",,
4177,"752101.0","Outdoor parking services",,
4178,"752102.0","Indoor parking services",,
4179,"753201.0","Interior repair services",,
4180,"753202.1","Lettering services",,
4181,"753202.2","Painting services",,
4182,"753203.0","Customizing services nonfactory basis",,
4183,"753204.0","Exterior repair services",,
4184,"753299.1","Top and body repair shops",,
4185,"753299.2","Top and body paint shops",,
4186,"753399.0","Auto exhaust system repair shops",,
4187,"753499.1","Tire retreading shops",,
4188,"753499.2","Tire repair shops",,
4189,"753801.0","Engine repair",,
4190,"753899.0","General automotive repair shops",,
4191,"753901.1","Frame repair services",,
4192,"753901.2","Front end repair services",,
4193,"753902.0","Powertrain components repair services",,
4194,"753903.0","Electrical services",,
4195,"753904.0","Brake services",,
4196,"753999.0","Automotive repair shops",,
4197,"754299.0","Carwashes",,
4198,"754901.0","Automotive maintenance services",,
4199,"754902.0","Automotive customizing services nonfactory basis",,
4200,"754903.0","Towing services",,
4201,"754999.0","Automotive services",,
4202,"76.0","MISCELLANEOUS REPAIR SERVICES",,
4203,"762201.0","Communication equipment repair",,
4204,"762202.1","Radio repair",,
4205,"762202.2","Radio installation",,
4206,"762203.0","Home entertainment repair services",,
4207,"762204.1","Antenna repair",,
4208,"762204.2","Antenna installation",,
4209,"762399.1","Refrigeration service",,
4210,"762399.2","Repair service",,
4211,"762901.0","Electrical personal use appliance repair",,
4212,"762902.0","Electrical equipment repair services",,
4213,"762903.0","Electrical household appliance repair",,
4214,"762999.0","Electrical repair shops",,
4215,"763101.0","Time piece repair services",,
4216,"763102.0","Jewelry repair services",,
4217,"764101.0","Upholstery work",,
4218,"764102.1","Furniture repair",,
4219,"764102.2","Furniture maintenance",,
4220,"769299.0","Welding repair",,
4221,"769401.0","Rewinding services",,
4222,"769402.0","Motor repair services",,
4223,"769499.0","Armature rewinding shops",,
4224,"769901.0","Professional instrument repair services",,
4225,"769902.1","Tank repair services",,
4226,"769902.2","Tank cleaning services",,
4227,"769903.1","Boiler repair services",,
4228,"769903.2","Heating repair services",,
4229,"769904.0","Waste cleaning services",,
4230,"769905.0","Industrial equipment services",,
4231,"769906.0","Nautical repair services",,
4232,"769907.0","Hospital equipment repair services",,
4233,"769908.0","Scientific equipment repair service",,
4234,"769909.0","Recreational sporting equipment repair services",,
4235,"769910.0","Musical instrument repair services",,
4236,"769911.1","Lock services",,
4237,"769911.2","Key services",,
4238,"769912.1","Metal reshaping services",,
4239,"769912.2","Metal replating services",,
4240,"769913.0","Recreational vehicle repair services",,
4241,"769914.1","Agricultural equipment",,
4242,"769914.2","Agricultural repair services",,
4243,"769915.1","Photographic repair services",,
4244,"769915.2","Optical goods equipment repair services",,
4245,"769916.0","Household appliance repair services",,
4246,"769917.0","Cleaning services",,
4247,"769918.0","General household repair services",,
4248,"769919.0","Leather goods repair services.",,
4249,"769919.1","Luggage repair services",,
4250,"769920.0","Customizing services",,
4251,"769921.0","Gun services",,
4252,"769922.1","Aircraft repair services",,
4253,"769922.2","Heavy equipment repair services",,
4254,"769923.0","Tool repair services",,
4255,"769924.0","Miscellaneous automotive repair services",,
4256,"769925.0","Miscellaneous building item repair services",,
4257,"769926.0","Window blind repair services",,
4258,"769927.1","Hobby services",,
4259,"769927.2","Collectors services",,
4260,"769999.0","Repair services",,
4261,"78.0","IMAGES IN MOTION",,
4262,"781201.0","Motion picture production",,
4263,"781202.0","Video production",,
4264,"781299.1","Motion picture",,
4265,"781299.2","Video production",,
4266,"781901.1","Personnel services motion picture production",,
4267,"781902.1","Reproduction services motion picture production",,
4268,"781903.1","Editing services motion picture production",,
4269,"781904.1","Equipment and prop rental motion picture production",,
4270,"781905.1","Motion picture developing services",,
4271,"781905.2","Motion picture laboratory services",,
4272,"781999.0","Services allied to motion pictures",,
4273,"782201.0","Film exchange services",,
4274,"782202.0","Film rental services",,
4275,"782203.0","Motion picture distribution",,
4276,"782204.1","Television tape distribution",,
4277,"782204.2","Video tape distribution",,
4278,"782901.0","Motion picture booking agencies",,
4279,"782999.0","Motion picture distribution services",,
4280,"783299.0","Motion picture theaters except drivein",,
4281,"784199.0","Video tape rental",,
4282,"79.0","AMUSEMENT AND RECREATION SERVICES",,
4283,"791101.0","Dance hall services",,
