sic_code,course,status,server
349899.2,Fabricated fittings,nan,nan
349901.0,Fire or burglaryresistive products,nan,nan
349902.0,Metal household articles,nan,nan
349903.0,Metal ladders,nan,nan
349904.1,Novelties,nan,nan
349904.2,Giftware,nan,nan
349904.3,Trophies,nan,nan
349999.0,Fabricated metal products,nan,nan
35.0,INDUSTRIAL AND COMMERCIAL COMPUTER MACHINERY AND EQUIPMENT,nan,nan
351101.1,Turbines,nan,nan
351102.2,Turbine generator sets and parts,nan,nan
351901.1,Diesel engines,nan,nan
351901.2,semidiesel engines,nan,nan
351901.3,or duelfuel engines,nan,nan
351901.4,Marine engines,nan,nan
351902.1,Internal combustion engines partsand accessories,nan,nan
351902.2,Internal combustion engines partsand accessories,nan,nan
351999.0,Internal combustion engines,nan,nan
352301.1,Planting processing machinery,nan,nan
352301.2,haying processing machinery,nan,nan
352301.3,harvesting processing machinery,nan,nan
352302.0,Soil preparation machinery except turf and grounds,nan,nan
352303.1,Fertilizing machinery,nan,nan
352303.2,spraying machinery,nan,nan
352303.3,dusting machinery,nan,nan
352303.4,irrigation machinery,nan,nan
352304.1,Barn machinery,nan,nan
352304.2,silo machinery,nan,nan
352304.3,poultry machinery,nan,nan
352304.4,dairy machinery,nan,nan
352304.5,livestock machinery,nan,nan
352305.1,Turf equipment,nan,nan
352305.2,Grounds equipment,nan,nan
352399.1,Farm machinery,nan,nan
352399.2,Farm equipment,nan,nan
352401.1,Lawn tractors and equipment,nan,nan
352401.2,Garden tractors and equipment,nan,nan
352402.1,Lawn mowers and accessories,nan,nan
352402.2,Garden mowers and accessories,nan,nan
352499.1,Lawn equipment,nan,nan
352499.2,Garden equipment,nan,nan
353101.0,Forestry related equipment,nan,nan
353102.0,Marine related equipment,nan,nan
353103.0,Railroad related equipment,nan,nan
353104.1,Bituminous related products and equipment,nan,nan
353104.2,cement related products and equipment,nan,nan
353104.3,Concrete related products and equipment,nan,nan
353105.1,Scrapers,nan,nan
353105.2,graders,nan,nan
353105.3,rollers,nan,nan
353105.4,Similar equipment,nan,nan
353106.1,Backhoes,nan,nan
353106.2,tractors,nan,nan
353106.3,cranes,nan,nan
353106.4,plows,nan,nan
353106.5,Similar equipment,nan,nan
353107.1,Crushers,nan,nan
353107.2,grinders,nan,nan
353107.3,Similar equipment,nan,nan
353108.0,Construction machinery attachments,nan,nan
353199.0,Construction machinery,nan,nan
353201.1,Drills,nan,nan
353201.2,bits,nan,nan
353201.3,Similar equipment,nan,nan
353202.0,Mineral beneficiation equipment,nan,nan
353203.1,Crushing,nan,nan
353203.2,pulverizing,nan,nan
353203.3,Screening equipment,nan,nan
353204.1,Mine cars,nan,nan
353204.2,Mine plows,nan,nan
353204.3,Mine loaders,nan,nan
353204.5,Similar Mine equipment,nan,nan
353299.0,Mining machinery,nan,nan
353301.1,Oil drilling rigs and equipment,nan,nan
353301.2,Gas drilling rigs and equipment,nan,nan
353399.1,Oil field machinery,nan,nan
353399.2,Gas field machinery,nan,nan
353401.1,Elevators,nan,nan
353401.2,Elevators equipment,nan,nan
353499.1,Elevators and moving stairways,nan,nan
353499.2,Moving stairways,nan,nan
353501.0,Unit handling conveying systems,nan,nan
353599.1,Conveyors,nan,nan
353601.0,Hoists,nan,nan
353602.1,Cranes,nan,nan
353602.2,Monorail systems,nan,nan
353701.1,Platforms,nan,nan
353701.2,stands,nan,nan
353701.3,tables,nan,nan
353701.4,pallets,nan,nan
353701.5,Similar equipment,nan,nan
353702.1,Trucks,nan,nan
353702.2,tractors,nan,nan
353702.3,loaders,nan,nan
353702.4,carriers,nan,nan
353702.5,Similar equipment,nan,nan
354101.1,Drilling machines,nan,nan
354101.2,Boring machines,nan,nan
354102.1,Grinding machines,nan,nan
354102.2,polishing machines,nan,nan
354102.4,lapping machines,nan,nan
354102.5,Honing machines,nan,nan
354103.0,Milling machines,nan,nan
354104.0,Lathes,nan,nan
354105.1,Screw machines,nan,nan
354105.2,Thread machines,nan,nan
354106.1,Saws machines,nan,nan
354106.2,Sawing machines,nan,nan
354199.1,Machine tools metal cutting type,nan,nan
354201.1,Punching machines,nan,nan
354201.2,shearing machines,nan,nan
354201.3,Bending machines,nan,nan
354202.0,Pressing machines,nan,nan
354203.1,Die casting machines,nan,nan
354203.2,Extruding machines,nan,nan
354204.1,Spinning machines,nan,nan
354204.2,spline rolling machines,nan,nan
354204.3,Winding machines,nan,nan
354205.1,Knurling machines,nan,nan
354205.2,Beading machines,nan,nan
354299.1,Machine tools metal forming type,nan,nan
354399.1,Industrial patterns,nan,nan
354401.1,Special dies,nan,nan
354401.2,Special tools,nan,nan
354402.0,Jigs and fixtures,nan,nan
354499.1,Special dies,nan,nan
354499.3,Special jigs,nan,nan
354499.4,Special fixtures,nan,nan
354501.0,Precision measuring tools,nan,nan
354502.1,Cutting tools for machine tools,nan,nan
354503.1,Machine tool attachments,nan,nan
354503.2,Machine tool accessories,nan,nan
354601.1,Drills,nan,nan
354601.2,Drilling tools,nan,nan
354602.1,Saws,nan,nan
354602.2,Sawing equipment,nan,nan
354699.0,Powerdriven handtools,nan,nan
354701.0,Primary rolling mill equipment,nan,nan
354702.0,Secondary rolling mill equipment,nan,nan
354799.0,Rolling mill machinery,nan,nan
354801.0,Electric welding equipment,nan,nan
354899.0,Welding apparatus,nan,nan
354901.0,Drawing machinery,nan,nan
354902.0,Coiling machinery,nan,nan
354903.1,Cutting machinery,nan,nan
354903.2,Slitting machinery,nan,nan
354999.0,Metalworking machinery,nan,nan
355201.1,Fiber preparation machinery and equipment,nan,nan
355201.2,Yarn preparation machinery and equipment,nan,nan
355202.0,Fabric forming machinery and equipment,nan,nan
355203.1,Dyeing machinery and equipment,nan,nan
355203.2,drying machinery and equipment,nan,nan
355203.3,Finishing machinery and equipment,nan,nan
355299.0,Textile machinery,nan,nan
355399.0,Woodworking machinery,nan,nan
355401.0,Paper forming machines,nan,nan
355499.0,Paper industries machinery,nan,nan
355501.0,Printing presses,nan,nan
355502.0,Printing plates,nan,nan
355503.1,Printing trade parts,nan,nan
355503.2,Printing trade attachments,nan,nan
355504.1,Engraving machinery,nan,nan
355504.2,Engraving equipment except plates,nan,nan
355505.1,Type machinery and equipment,nan,nan
355505.2,Type making machinery and equipment,nan,nan
355506.0,Bookbinding machinery,nan,nan
355599.0,Printing trades machinery,nan,nan
355601.1,Dairy machinery,nan,nan
355601.2,Milk machinery,nan,nan
355602.1,Cutting machinery,nan,nan
355602.2,chopping machinery,nan,nan
355602.3,grinding machinery,nan,nan
355602.4,mixing machinery,nan,nan
355602.5,Similar machinery,nan,nan
355603.1,Smoking machinery,nan,nan
355603.2,Roasting machinery including ovens,nan,nan
355604.0,Beverage machinery,nan,nan
355605.1,Meat processing machinery,nan,nan
355605.2,poultry processing machinery,nan,nan
355605.3,Seafood processing machinery,nan,nan
355699.0,Food products machinery,nan,nan
355901.1,Sewing machines,nan,nan
355901.2,and hat making machinery,nan,nan
355901.3,Zipper making machinery,nan,nan
355902.1,Boots working machinery,nan,nan
355902.2,shoes working machinery,nan,nan
355902.3,Leather working machinery,nan,nan
355903.0,Automotive related machinery,nan,nan
355904.1,Refinery,nan,nan
355904.2,chemical processing,nan,nan
355904.3,Similar machinery,nan,nan
355905.1,Foundry machinery,nan,nan
355905.2,smelting machinery,nan,nan
355905.3,refining machinery,nan,nan
355905.4,Similar machinery,nan,nan
355906.0,Kilns,nan,nan
355907.1,Rubber working machinery including tires,nan,nan
355999.0,Special industry machinery,nan,nan
356101.0,Industrial pumps and parts,nan,nan
356199.1,Pumps,nan,nan
356199.2,Pumping equipment,nan,nan
356299.1,Ball bearings,nan,nan
356299.2,Roller bearings,nan,nan
356301.1,Air compressors,nan,nan
356301.2,Gas compressors,nan,nan
356301.3,Vacuum pumps,nan,nan
356302.1,Spraying equipment,nan,nan
356302.2,Dusting equipment,nan,nan
356401.1,Purification equipment,nan,nan
356401.2,Dust collection equipment,nan,nan
356402.1,Blowers,nan,nan
356402.2,Fans,nan,nan
356501.1,Bottling machinery,nan,nan
356501.2,Canning machinery,nan,nan
356502.1,Packing machinery,nan,nan
356502.2,Wrapping machinery,nan,nan
356699.1,Speed changers,nan,nan
356699.2,drives,nan,nan
356699.3,Gears,nan,nan
356701.1,Electrical furnaces ovens.,nan,nan
356701.2,heating devices excluding induction,nan,nan
356702.1,Fuelfired furnaces,nan,nan
356702.2,Fuelfired ovens,nan,nan
356703.1,Induction fabrics,nan,nan
356703.2,Dielectric heating equipment,nan,nan
356799.1,Industrial furnaces,nan,nan
356799.2,Industrial ovens,nan,nan
356801.1,Bearings,nan,nan
356801.2,bushings,nan,nan
356801.3,Blocks,nan,nan
356802.2,Joints,nan,nan
356802.1,Couplings,nan,nan
356803.1,Drives,nan,nan
356803.2,chains,nan,nan
356803.3,Sprockets,nan,nan
356899.0,Power transmission equipment,nan,nan
356901.0,Filters,nan,nan
356902.1,Firefighting equipment,nan,nan
356902.2,Fire related equipment,nan,nan
356903.0,Lubricating equipment,nan,nan
356904.1,Gas producers,nan,nan
356904.2,Gas generators a,nan,nan
356904.3,Other gas related equipment,nan,nan
356999.0,General industrial machinery,nan,nan
357199.0,Electronic computers,nan,nan
357201.1,Computer disk,nan,nan
357201.2,Drum drives and components,nan,nan
357202.1,Computer tape drives,nan,nan
357202.2,Computer components,nan,nan
357299.0,Computer storage devices,nan,nan
357501.1,Computer terminals,nan,nan
357501.2,Computer monitors,nan,nan
357501.3,Computer components,nan,nan
357599.0,Computer terminals,nan,nan
357701.0,Printers and plotters,nan,nan
357702.0,Keytape equipment except drives,nan,nan
357703.0,Disk and diskette equipment except drives,nan,nan
357704.0,Keypunch equipment,nan,nan
357705.1,Magnetic ink,nan,nan
357705.2,Optical scanning devices,nan,nan
357799.0,Computer peripheral equipment,nan,nan
357801.1,Accounting machines,nan,nan
357801.2,Cash registers,nan,nan
357802.1,Calculators,nan,nan
357802.2,Adding machines,nan,nan
357803.0,Banking machines,nan,nan
357899.1,Calculating,nan,nan
357899.2,Accounting equipment,nan,nan
357901.1,Mailing machines,nan,nan
357901.2,letter handling machines,nan,nan
357901.3,Addressing machines,nan,nan
357902.1,Typing machines,nan,nan
357902.2,Word processing machines,nan,nan
357903.0,Paper handling machines,nan,nan
357999.0,Office machines,nan,nan
358101.1,Mechanisms for automatic vending machines,nan,nan
358101.2,Parts for automatic vending machines,nan,nan
358201.0,Commercial laundry equipment,nan,nan
358501.0,Air conditioning equipment,nan,nan
358502.0,Refrigeration equipment,nan,nan
358503.0,Heating equipment,nan,nan
358504.1,Parts for heating equipment,nan,nan
358504.2,Parts for cooling equipment,nan,nan
358504.3,Parts for refrigerating equipment,nan,nan
358505.1,Soda fountain,nan,nan
358505.2,Beverage dispensing equipment and parts,nan,nan
358506.1,Humidifiers,nan,nan
358506.2,Dehumidifiers,nan,nan
358599.1,Refrigeration equipment,nan,nan
358599.2,Heating equipment,nan,nan
358699.1,Measuring pumps,nan,nan
358699.2,Dispensing pumps,nan,nan
358901.1,Commercial cooking equipment,nan,nan
358901.2,Foodwarming equipment,nan,nan
358902.0,Commercial cleaning equipment,nan,nan
358903.1,Sewage treatment equipment,nan,nan
358903.2,Water treatment equipment,nan,nan
358999.0,Service industry machinery,nan,nan
359201.0,Valves,nan,nan
359299.1,Carburetors,nan,nan
359299.2,pistons,nan,nan
359299.3,rings,nan,nan
359299.4,valves,nan,nan
359399.1,Fluid power cylinders,nan,nan
359399.2,Fluid power actuators,nan,nan
359401.0,Fluid power pumps,nan,nan
359402.0,Fluid power motors,nan,nan
359499.1,Fluid power pumps,nan,nan
359499.2,Fluid power motors,nan,nan
359699.1,Scales,nan,nan
359901.0,Amusement park equipment,nan,nan
359902.1,Flexible metal hose,nan,nan
359902.2,Flexible metal tubing,nan,nan
359902.3,Flexible metal bellows,nan,nan
359903.1,Job shop machine,nan,nan
359903.2,Other job shop work,nan,nan
359999.0,Industrial machinery,nan,nan
36.0,ELECTRONIC AND OTHER ELECTRICAL EQUIPMENT AND COMPONENTS EXCEPT COMPUTER EQUIPMENT,nan,nan
361201.1,Power Transformers,nan,nan
361201.2,Distribution Transformers,nan,nan
361202.0,Lamp ballasts,nan,nan
361203.0,Specialty Transformers,nan,nan
361299.0,Transformersexcept electric,nan,nan
361301.0,Power circuit breakers,nan,nan
361302.1,Panel and distribution boards,nan,nan
361302.2,Other related panel apparatus,nan,nan
361303.1,Fuses,nan,nan
361303.2,Fuse equipment,nan,nan
361399.1,Switchgear,nan,nan
361399.2,Switchboard apparatus,nan,nan
362101.1,Electric motor parts,nan,nan
362101.2,Electric generator parts,nan,nan
362102.1,Electric motor,nan,nan
362102.2,Electric generator auxillary parts,nan,nan
362103.1,Control equipment for electric buses,nan,nan
362103.2,Control equipment for locomotives,nan,nan
362199.1,Motors,nan,nan
362199.2,Generators,nan,nan
362499.1,Carbon products,nan,nan
362499.2,Graphite products,nan,nan
362501.1,Motor controls,nan,nan
362501.2,Accessories controls,nan,nan
362502.1,Industrial electrical relays,nan,nan
362502.2,Industrial electrical switches,nan,nan
362599.1,Relays,nan,nan
362599.2,Industrial controls,nan,nan
362901.0,Electronic generation equipment,nan,nan
362902.1,Capacitors,nan,nan
362902.2,Condensers,nan,nan
362999.0,Electrical industrial apparatus,nan,nan
363101.0,Indoor cooking equipment,nan,nan
363199.0,Household cooking equipment,nan,nan
363299.1,Household refrigerators,nan,nan
363299.2,Household freezers,nan,nan
363301.1,Household laundry machines,nan,nan
363301.2,Coinoperated laundries,nan,nan
363399.0,Household laundry equipment,nan,nan
363401.0,Electric household cooking appliances,nan,nan
363402.0,Electric household cooking utensils,nan,nan
363403.1,Electric household fans,nan,nan
363403.2,Electric heaters,nan,nan
363403.3,Electric humidifiers,nan,nan
363404.1,Housewares,nan,nan
363404.2,Cooking appliances and utensils,nan,nan
363405.0,Personal electrical appliances,nan,nan
363599.0,Household vacuum cleaners,nan,nan
363901.0,Major kitchen appliances,nan,nan
363901.1,Refrigerators and stoves,nan,nan
363902.0,Sewing equipment,nan,nan
363999.0,Household appliances,nan,nan
364101.1,Electric lamps,nan,nan
364102.2,Electric parts for specialized applications,nan,nan
364301.1,Power outlets,nan,nan
364301.2,Power sockets,nan,nan
364302.0,Electric switches,nan,nan
364303.0,Electric connectors,nan,nan
364399.0,Currentcarrying wiring services,nan,nan
364401.1,Electric outlet,nan,nan
364401.2,switch boxes,nan,nan
364401.3,Fuse boxes,nan,nan
364402.1,Electric conduits,nan,nan
364402.2,Electric fittings,nan,nan
364499.0,Noncurrentcarrying wiring services,nan,nan
364501.1,Lamp,nan,nan
364501.2,Light shades,nan,nan
364599.0,Residential lighting fixtures,nan,nan
364699.0,Commercial lighting fixtures,nan,nan
364701.0,Motor vehicle lighting equipment,nan,nan
364799.0,Vehicular lighting equipment,nan,nan
364801.0,Outdoor lighting equipment,nan,nan
364802.0,Stage lighting equipment,nan,nan
364899.0,Lighting equipment,nan,nan
365101.0,Household audio equipment,nan,nan
365102.0,Household video equipment,nan,nan
365199.1,Household audio equipment,nan,nan
365199.2,Household video equipment,nan,nan
365299.1,Prerecorded records,nan,nan
365299.2,Prerecorded tapes,nan,nan
366101.1,Telephones,nan,nan
366101.2,Telephone apparatus,nan,nan
366102.1,Telegraph,nan,nan
366102.2,Related telegraph apparatus,nan,nan
366199.1,Telephone apparatus,nan,nan
366301.1,Radio broadcasting,nan,nan
366301.2,Communications equipment,nan,nan
366302.0,Television broadcasting,nan,nan
366399.1,Radio communications equipment,nan,nan
366399.2,Television communications equipment,nan,nan
366901.0,Emergency alarms,nan,nan
366902.0,Transportation signaling devices,nan,nan
366999.0,Communications equipment,nan,nan
367101.1,Cathode ray tubes,nan,nan
367101.2,Rebuilt tubes,nan,nan
367102.1,Transmittal electron tubes,nan,nan
367102.2,industrial electron tubes,nan,nan
367102.3,Special purpose electron tubes,nan,nan
367299.0,Printed circuit boards,nan,nan
367401.1,Semiconductor diodes,nan,nan
367401.2,Semiconductors rectifiers,nan,nan
367402.1,Integrated circuits semiconductor networks,nan,nan
367402.2,Integrated circuits semiconductor networks,nan,nan
367403.0,Light sensitive devices,nan,nan
367404.0,Radiation sensors,nan,nan
367499.1,Semiconductors,nan,nan
367499.2,Semiconductors related devices,nan,nan
367599.0,Electronic capacitors,nan,nan
367699.0,Electronic resistors,nan,nan
367701.0,Electronic Transformers,nan,nan
367799.1,Electronic coils,nan,nan
367799.2,Electronic Transformers,nan,nan
367901.0,Electronic circuits,nan,nan
367902.1,Recording apparatus,nan,nan
367902.2,Playback apparatus,nan,nan
367902.3,Phonograph,nan,nan
367903.1,Electronic loads,nan,nan
367903.2,Electronic power supplies,nan,nan
367904.0,Electronic crystals,nan,nan
367905.0,Electronic switches,nan,nan
367999.0,Electronic components,nan,nan
369199.0,Storage batteries,nan,nan
369299.1,Primary batteries dry,nan,nan
369299.2,Primary batteries wet,nan,nan
369401.1,Battery charging alternators,nan,nan
369401.2,Battery charging generators,nan,nan
369402.1,Ignition apparatus,nan,nan
369402.2,Distributors apparatus,nan,nan
369499.0,Engine electrical equipment,nan,nan
369501.1,Magnetic disks,nan,nan
369501.2,Magnetic drums,nan,nan
369502.0,Magnetic tape,nan,nan
369599.1,Magnetic recording media,nan,nan
369599.2,Optical recording media,nan,nan
369901.0,Highenergy particle physics equipment,nan,nan
369902.0,Electrical welding equipment,nan,nan
369903.0,Electronic training devices,nan,nan
369904.0,Electric sound equipment,nan,nan
369905.0,Security devices,nan,nan
369906.0,Household electrical equipment,nan,nan
369999.1,Electrical equipment,nan,nan
369999.2,Electrical supplies,nan,nan
37.0,TRANSPORT EQUIPMENT,nan,nan
371101.1,Automobile assembly,nan,nan
371102.0,Truckand tractor truck assembly,nan,nan
371103.0,Military motor vehicle assembly,nan,nan
371104.0,Busand other large specialty vehicle assembly,nan,nan
371301.1,Truck bodies,nan,nan
371301.2,Truck parts,nan,nan
371302.0,Specialty motor vehicle bodies,nan,nan
371401.1,Motor vehicle engines,nan,nan
371401.2,Motor vehicle parts,nan,nan
371402.1,Motor vehicle transmissions,nan,nan
371402.2,Motor vehicle drive assemblies,nan,nan
371402.3,Motor vehicle parts,nan,nan
371403.1,Motor vehicle body components,nan,nan
371403.2,Motor vehicle frame,nan,nan
371404.0,Motor vehicle electrical equipment,nan,nan
371405.1,Motor vehicle brake systems,nan,nan
371405.2,Motor vehicle parts,nan,nan
371406.1,Motor vehicle steering systems,nan,nan
371406.2,Motor vehicle parts,nan,nan
371407.1,Motor vehicle wheels,nan,nan
371499.2,Motor vehicle accessories,nan,nan
371599.0,Truck trailers,nan,nan
371699.0,Motor homes,nan,nan
372101.0,Motorized aircraft,nan,nan
372102.1,Nonmotorized aircraft,nan,nan
372102.2,Lighterthanair aircraft,nan,nan
372199.0,Aircraft,nan,nan
372499.1,Aircraft engines,nan,nan
372499.2,Engine parts,nan,nan
372801.1,Aircraft body assemblies and parts,nan,nan
372801.2,Aircraft wing assemblies and parts,nan,nan
372802.1,Aircraft propellers,nan,nan
372802.2,Aircraft associated equipment,nan,nan
372803.1,Aircraft landing assemblies,nan,nan
372803.2,Aircraft brakes,nan,nan
372804.1,Military aircraft equipment,nan,nan
372804.2,Military aircraft armament,nan,nan
372805.0,Aircraft training equipment,nan,nan
372899.1,Aircraft parts,nan,nan
372899.2,Aircraft equipment,nan,nan
373101.1,Commercial cargo ships building,nan,nan
373101.2,Commercial cargo ships repairing,nan,nan
373102.1,Military ships building,nan,nan
373102.2,Military ships repairing,nan,nan
373103.1,Commercial passenger ships building,nan,nan
373103.2,Commercial passenger ships repairing,nan,nan
373199.1,Shipbuilding,nan,nan
373199.2,Repairing,nan,nan
373201.1,Motorized boat building,nan,nan
373201.2,Motorized boat repairing,nan,nan
373202.1,Nonmotorized boat building,nan,nan
373202.2,Nonmotorized boat repairing,nan,nan
373299.1,Boatbuilding,nan,nan
373299.2,Repairing,nan,nan
374301.0,Railroad equipment except locomotives,nan,nan
374302.1,Interurban cars,nan,nan
374302.2,Car equipment,nan,nan
374303.1,Locomotives,nan,nan
374303.2,Locomotives parts,nan,nan
375101.1,Motorcycles,nan,nan
375101.2,Motorcycles related parts,nan,nan
375102.1,Bicycles,nan,nan
375102.2,Bicycles related parts,nan,nan
375199.1,Motorcycles and bycicles,nan,nan
375199.2,Motorcycles and bycicles parts,nan,nan
376199.1,Guided missiles,nan,nan
376199.2,Space vehicles,nan,nan
376499.1,Space propulsion units,nan,nan
376499.2,Space propulsion parts,nan,nan
376999.0,Space vehicle equipment,nan,nan
379299.1,Travel trailers,nan,nan
379299.2,Campers,nan,nan
379599.1,Tanks,nan,nan
379599.2,Tank components,nan,nan
379901.1,Trailers,nan,nan
379901.2,Trailer equipment,nan,nan
379902.0,Recreational vehicles,nan,nan
379903.0,Offroad vehicles except recreational vehicles,nan,nan
379904.1,Pushcarts,nan,nan
379904.2,Wheelbarrows,nan,nan
379999.0,Transportation equipment,nan,nan
38.0,MEASUREMENT ANALYSIS AND CONTROL INSTRUMENTS,nan,nan
381201.1,Aircraft/aerospace flight instruments,nan,nan
381201.2,Aircraft/aerospace guidance systems,nan,nan
381202.0,Aircraft control instruments,nan,nan
381203.1,Navigational systems,nan,nan
381203.2,Navigational instruments,nan,nan
381204.0,Nautical instruments,nan,nan
381205.1,Defense systems,nan,nan
381205.2,Defense equipment,nan,nan
381206.1,Search systems and instruments,nan,nan
381206.2,Detection systems and instruments,nan,nan
381299.1,Search equipment,nan,nan
381299.2,Navigation equipment,nan,nan
382101.0,Laboratory apparatus except heating and measuring,nan,nan
382102.0,Laboratory furniture,nan,nan
382103.0,Laboratory heating apparatus,nan,nan
382104.0,Laboratory measuring apparatus,nan,nan
382201.1,Air conditioning controls,nan,nan
382201.2,Refrigeration controls,nan,nan
382202.0,Hardware for environmental regulators,nan,nan
382203.1,Thermostats,nan,nan
382203.2,Other environmental sensors,nan,nan
382204.0,Hydronic controls,nan,nan
382205.0,Electric heat controls,nan,nan
382206.1,Appliance controls,nan,nan
382206.2,Airconditioning and refrigeration controls,nan,nan
382299.0,Environmental controls,nan,nan
382301.0,Temperature measurement instruments industrial,nan,nan
382302.0,Pressure measurement instruments industrial,nan,nan
382303.1,Industrial flow measuring instruments,nan,nan
382303.2,Liquid measuring instruments,nan,nan
382304.0,Industrial process measurement equipment,nan,nan
382305.0,Onstream gas/liquid analysis instruments industrial,nan,nan
382399.0,Process control instruments,nan,nan
382401.1,Integrating and totalizing meters for gas,nan,nan
382401.2,Integrating and totalizing meters for liquids,nan,nan
382402.1,Mechanical and electromechanical counters,nan,nan
382402.2,Mechanical devices,nan,nan
382402.3,Electromechanical devices,nan,nan
382403.0,Vehicle instruments,nan,nan
382499.1,Fluid meters,nan,nan
382499.2,Counting devices,nan,nan
382501.0,Engine electrical test equipment,nan,nan
382502.1,Test equipment for electronic,nan,nan
382502.2,Test equipment for electric measurement,nan,nan
382503.0,Electrical energy measuring equipment,nan,nan
382599.0,Instruments to measure electricity,nan,nan
382601.1,Spectroscopic measuring equipment,nan,nan
382601.2,Other optical properties measuring equipment.,nan,nan
382602.0,Analytical optical instruments,nan,nan
382603.0,Liquid testing apparatus,nan,nan
382604.0,Blood testing apparatus,nan,nan
382605.0,Gas testing apparatus,nan,nan
382606.1,Instruments measuring magnetic properties,nan,nan
382606.2,Instruments measuring electrical properties,nan,nan
382607.0,Instruments measuring thermal properties,nan,nan
382699.0,Analytical instruments,nan,nan
382701.1,Optical instruments,nan,nan
382701.2,Optical apparatus,nan,nan
382702.1,Lens coating equipment,nan,nan
382702.2,Lens grinding equipment,nan,nan
382799.1,Optical instruments,nan,nan
382799.2,Optical lenses,nan,nan
382901.1,Aircraft measurement equipment,nan,nan
382901.2,Motor vehicle measurement equipment,nan,nan
382902.1,Geophysical testing equipment,nan,nan
382902.2,Meteorological testing equipment,nan,nan
382903.1,Surveying equipment,nan,nan
382903.2,Drafting equipment,nan,nan
382904.0,Physical property testing equipment,nan,nan
382905.1,Nuclear radiation apparatus,nan,nan
382905.2,Nuclear testing apparatus,nan,nan
382906.1,Automatic turnstiles,nan,nan
382906.2,Automatic turnstiles related apparatus,nan,nan
382907.1,Thermometers,nan,nan
382907.2,Temperature sensors,nan,nan
382999.1,Measuring devices,nan,nan
382999.2,Controlling devices,nan,nan
384101.1,Ophthalmic instruments,nan,nan
384101.2,Ophthalmic apparatus,nan,nan
384102.0,Diagnostic apparatus medical,nan,nan
384103.1,Veterinarians' instruments,nan,nan
384103.2,Veterinarians' apparatus,nan,nan
384104.1,Surgical instruments,nan,nan
384105.1,Medical instruments,nan,nan
384105.2,Medical equipment,nan,nan
384105.3,blood and bone work,nan,nan
384199.1,Surgical instruments,nan,nan
384199.2,Medical instruments,nan,nan
384201.0,Personal safety equipment,nan,nan
384202.1,Cotton,nan,nan
384202.2,Cotton applicators,nan,nan
384203.0,Prosthetic appliances,nan,nan
384204.0,Orthopedic appliances,nan,nan
384205.1,Bandages,nan,nan
384205.2,Dressings,nan,nan
384299.0,Surgical appliances and Surgical supplies,nan,nan
384301.0,Dental equipment,nan,nan
384302.0,Dental materials,nan,nan
384499.1,Xray apparatus,nan,nan
384499.2,Xray apparatus tubes,nan,nan
384501.0,Electromedical apparatus,nan,nan
384502.0,Electrotherapeutic apparatus,nan,nan
384599.0,Electromedical equipment,nan,nan
385101.1,Frames lenses,nan,nan
385101.2,and parts for eyeglass,nan,nan
385101.3,Parts for spectacle,nan,nan
385102.0,Protective eyeware,nan,nan
385199.0,Ophthalmic goods,nan,nan
386101.1,Sensitized film,nan,nan
386101.2,Sensitized cloth,nan,nan
386101.3,Sensitized paper,nan,nan
386102.1,Photographic processing equipment,nan,nan
386102.2,Photographic processing chemicals products,nan,nan
386103.1,Photographic Cameras,nan,nan
386103.2,Cameras related equipment,nan,nan
386104.1,Photographic film holders,nan,nan
386104.2,Plate holders,nan,nan
386104.3,Paper holders,nan,nan
386105.1,Reproduction machines,nan,nan
386105.2,Reproduction equipment,nan,nan
386106.0,Photographic processing chemicals,nan,nan
386199.1,Photographic equipment,nan,nan
386199.2,Photographic supplies,nan,nan
387399.1,Watches parts,nan,nan
387399.2,clocks parts,nan,nan
387399.3,watchcases parts,nan,nan
39.0,MANUFACTURING VARIOUS,nan,nan
391101.0,Jewelry apparel,nan,nan
391102.1,Cigar accessories,nan,nan
391103.1,Jewelry mountings,nan,nan
391103.2,Jewelry trimmings,nan,nan
391104.0,Precious metal cases,nan,nan
391401.0,Silverware,nan,nan
391402.0,Nickle silverware,nan,nan
391403.0,Pewter ware,nan,nan
391404.0,Plated ware (all metals),nan,nan
391405.0,Stainless steel ware,nan,nan
391499.1,Silverware,nan,nan
391501.1,Jewelers' findings,nan,nan
391501.2,Jewelers' materials,nan,nan
391502.1,Lapidary work,nan,nan
391502.2,and diamond cutting,nan,nan
391502.3,Diamond polishing,nan,nan
391599.1,Jewelers' materials,nan,nan
391599.2,Jewelers' lapidary work,nan,nan
393101.1,Keyboard instruments,nan,nan
393101.2,Keyboard instruments parts,nan,nan
393102.1,String instruments,nan,nan
393102.2,String instruments parts,nan,nan
393103.1,Woodwind instruments,nan,nan
393103.2,Woodwind instruments parts,nan,nan
393104.1,Brass instruments,nan,nan
393104.2,Brass instruments parts,nan,nan
393105.1,Percussion instruments,nan,nan
393105.2,Percussion instruments parts,nan,nan
393199.0,Musical instruments,nan,nan
394201.1,Dolls and doll clothing,nan,nan
394299.2,Dolls and stuffed toys,nan,nan
394401.0,Children's vehicles except bicycles,nan,nan
394402.1,Electronic games,nan,nan
394402.2,Electronic toys,nan,nan
394403.1,Board games,nan,nan
394403.2,puzles,nan,nan
394403.3,Games models except electronic,nan,nan
394404.0,Toy guns,nan,nan
394405.0,Toy musical instruments,nan,nan
394406.1,Toy trains,nan,nan
